Era_ID,Era_Start_Year,Era_End_Year,Region,D1_SM_OccupationalMobility,D1_SM_StatusFluidity,D1_SM_InstitutionalMobility,D1_SM_IntergroupTransferability,D1_SM_MeritocraticPathways,D2_ED_KnowledgeGatekeeping,D2_ED_LanguageOfTransmission,D2_ED_EducationalInfrastructure,D2_ED_PedagogicalInclusivity,D2_ED_IntellectualPluralism,D3_EC_OccupationalPlurality,D3_EC_GuildMarketAccessibility,D3_EC_InternalMarketIntegration,D3_EC_ExternalTradeLinkages,D3_EC_StateRedistributionWelfare,D4_PO_AdminIntegration,D4_PO_SuccessionStability,D4_PO_TerritorialContinuity,D4_PO_ConflictManagement,D4_PO_DiplomaticStability,D5_CU_FreedomOfWorship,D5_CU_RitualInclusivity,D5_CU_SocialContactNorms,D5_CU_SyncretismHybridization,D5_CU_NormativeHierarchyVsEquality,D1_Total,D2_Total,D3_Total,D4_Total,D5_Total,CCSI_Total,Notes,Interpolated,Sources_List
E03,-500,-200,Deccan,2,2,1,1,2,2,3,2,1,2,3,2,2,2,1,2,1,2,2,1,3,2,2,2,3,8,10,10,8,12,48,"Early Deccan shows moderate social mobility, limited educational reach, developing economy, decentralized polity, and religious syncretism under early state formation.",0,Ray (2003) – The Archaeology of Knowledge; Morrison (1995) – Trade and State Ideology; Schwartzberg (1992) – Historical Atlas of South Asia; Chattopadhyaya (1990) – Aspects of Political Ideas and Institutions; Thapar (2002) – Early India; Singh (2008) – A History of Ancient and Early Medieval India; Erdosy (1988) – Urbanisation in Early Historic India; Allchin (1995) – The Archaeology of Early Historic South Asia; Chakrabarti (2001) – India: An Archaeological History; Kosambi (1956) – An Introduction to the Study of Indian History
E04,-200,100,Deccan,2,2,1,1,2,2,3,2,2,2,3,2,2,3,1,2,2,2,2,2,3,2,2,3,2,8,11,11,10,12,52,"The Deccan during this period saw moderate social mobility, expanding trade networks, mixed educational access, and religious tolerance with nascent state structures.",0,"Ray (2003) – The Archaeology of Knowledge; Morrison (1995) – Trade, Urbanism, and Agricultural Expansion; Chattopadhyaya (2006) – Studying Early India; Singh (2008) – A History of Ancient and Early Medieval India; Willis (2009) – Buddhist Reliquaries; Fogelin (2015) – An Archaeological History of Indian Buddhism; Olivelle (1999) – The Early Upanishads; Thapar (2013) – The Past Before Us; Schwartzberg (1992) – Historical Atlas of South Asia; Kulke & Rothermund (2004) – A History of India"
E05,100,300,Deccan,2,2,1,1,2,2,3,2,1,2,3,2,2,3,1,2,2,2,2,2,3,2,2,3,3,8,10,11,10,13,52,"The Deccan (100-300 CE) saw moderate social mobility, growing educational structures, a mixed economy with trade, fragmented polities, and religious syncretism.",0,"Yazdani (1960) – The Early History of the Deccan; Sastri (1955) – A History of South India; Singh (2009) – A History of Ancient and Early Medieval India; Ray (2003) – The Archaeology of Knowledge; Morrison (1995) – Trade, Kingship and the Early State in South India; Champakalakshmi (1996) – Trade, Ideology and Urbanization: South India 300 BC to AD 1300; Willis (2009) – Buddhist Reliquaries from Ancient India; Fogelin (2015) – An Archaeological History of Indian Buddhism; Nath (2016) - The Archaeology of Early Historic South Asia"
E06,300,500,Deccan,2,2,1,1,2,2,3,2,1,2,3,2,2,3,1,2,2,3,2,2,4,3,2,3,2,8,10,11,11,14,54,"The Vakataka era Deccan saw moderate social mobility, Vedic Sanskrit education, diversified economy with trade, decentralized polity, and flourishing syncretic religious culture.",0,"Mirashi (1963) – Inscriptions of the Vakatakas; Altekar (1967) – The Vakataka-Gupta Age; Shastri (1969) – Early History of the Deccan; Singh (2009) – A History of Ancient and Early Medieval India; Olivelle (1999) – The Early Upanisads; Ray (1986) – Trade and Trade Routes in Ancient India; Chattopadhyaya (1990) – Aspects of Rural Settlements and Rural Society in Early Medieval India; Patil (1982) – Cultural History from the Vayu Purana; Gokhale (1996) – Buddhism in Maharashtra; Spink (2005) – Ajanta: History and Development, Vol. 5, Cave by Cave"
E07,500,700,Deccan,2,2,1,2,2,2,3,2,1,2,3,2,2,3,1,2,2,3,2,2,4,3,2,3,2,9,10,11,11,14,55,"The Deccan during 500-700 CE witnessed the rule of the Early Chalukyas, a period marked by relative political stability and economic prosperity. Socially, the caste system remained prevalent, yet the presence of guilds and diverse occupational groups offered some degree of mobility. Religious tolerance flourished, with Hinduism, Buddhism, and Jainism coexisting, reflected in temple architecture and inscriptions. The state's involvement in redistribution and welfare remained limited, indicating a largely decentralized economic structure.",1,"Altekar, A.S. (1934). *The Rashtrakutas and Their Times*. Oriental Book Agency.; Chattopadhyaya, B.D. (2006). *Studying Early India: Archaeology, Texts and Historical Issues*. Permanent Black.; Desai, P.B. (1970). *Social and Economic Conditions in the Deccan (Circa A.D. 1000-1300)*. Andhra Historical Research Society.; Kulke, H., & Rothermund, D. (2004). *A History of India*. Routledge.; Pollock, S. (2006). *The Language of the Gods in the World of Men: Sanskrit, Culture, and Power in Premodern India*. University of California Press.; Sastri, K.A.N. (1955). *A History of South India: From Prehistoric Times to the Fall of Vijayanagar*. Oxford University Press.; Stein, B. (1980). *Peasant State and Society in Medieval South India*. Oxford University Press.; Wink, A. (1986). *Al-Hind: The Making of the Indo-Islamic World, Vol. 1: Early Medieval India and the Expansion of Islam, 7th-11th Centuries*. Brill."
E08,700,900,Deccan,2,2,1,1,2,2,3,2,2,3,3,2,2,3,1,2,2,3,2,2,4,3,2,3,3,8,12,11,11,15,57,"The Deccan witnessed moderate social mobility, significant religious syncretism, and expansion in trade and agriculture under dynasties like the Rashtrakutas.",0,"Altekar (1934) – Rashtrakutas and Their Times; Chattopadhyaya (1998) – Aspects of Rural Settlements and Rural Society in Early Medieval India; Pollock (2006) – The Language of the Gods in the World of Men; Wink (1990) – Al-Hind, The Making of the Indo-Islamic World; Sastri (1955) – A History of South India; Karashima (1984) – South Indian History and Society"
E09,900,1100,Deccan,2,2,1,1,2,2,3,3,2,3,3,2,3,3,1,3,2,3,2,2,3,3,2,3,2,8,13,12,12,13,58,"The Deccan saw moderate social mobility, Sanskrit-based education, a vibrant economy, regionally focused politics, and syncretic religious trends during this era.",0,"Yazdani (1960) – The Early History of the Deccan; Chattopadhyaya (1994) – The Making of Early Medieval India; Wink (1990) – Al-Hind, The Making of the Indo-Islamic World; Eaton (2005) – A Social History of the Deccan; Pollock (2006) – The Language of the Gods in the World of Men; Michell (1989) – The Penguin Guide to Monuments of India, Vol. 1; Talbot (2001) – Precolonial India in Practice; Stein (1980) – Peasant State and Society in Medieval South India; Karashima (1984) – South India Under the Vijayanagara; Morrison (1995) – Trade, Urbanism and Agricultural Expansion; Ray (2003) – The Bengal Sultanate"
E10,1100,1300,Deccan,2,2,2,1,2,2,3,2,2,3,3,2,3,3,1,3,2,3,2,2,3,3,3,3,2,9,12,12,12,14,59,"The Deccan during this period saw moderate social mobility, a flourishing economy driven by trade, religious tolerance, and syncretic cultural practices, under evolving political structures.",0,"Eaton (2005) – A Social History of the Deccan; Wink (1990) – Land and Sovereignty in India; Talbot (2001) – Precolonial India in Practice; Pollock (2006) – The Language of the Gods in the World of Men; Ali (2006) – Medieval India: Social Realignments and Aspirations; Stein (1980) – Peasant State and Society in Medieval South India; Morrison (1995) – Trade, Urbanism, and Agricultural Expansion in the Deccan; Michell (1992) – The New Cambridge History of India: Architecture and Art of Southern India; Settar (1990) – Inviting Death: Historical Experiments on Sepulchral Hill;填空题 Gilmartin & Lawrence (2000) – Beyond Turk and Hindu: Rethinking Religious Identities in Islamicate South Asia"
E11,1300,1500,Deccan,2,2,1,1,2,2,3,2,1,2,3,2,3,3,1,2,1,2,2,2,3,2,2,3,3,8,10,12,9,13,52,"The Deccan witnessed moderate social mobility, diverse economy through trade, religious syncretism, and fluctuating political stability under various dynasties.",0,Eaton (2005) – A Social History of the Deccan; Wink (1986) – Land and Sovereignty in India; Richards (1993) – The Mughal Empire; Sherwani & Joshi (1974) – History of Medieval Deccan; Talbot (2015) – The Deccan Before Shivaji; Leonard (1989) – The Mughal Ruling Class; Blake (1979) – The Circulation of Power in Mughal India; Kulke & Rothermund (2004) – A History of India
E12,1500,1700,Deccan,2,2,2,1,2,2,3,2,2,3,3,2,3,3,1,3,2,2,2,2,3,2,2,3,2,9,12,12,11,12,56,"The Deccan from 1500-1700 CE saw moderate social mobility, knowledge transmission through Persian and local languages, a vibrant economy, and syncretic cultural trends under shifting political control.",0,"Richards (1995) – The Mughal Empire; Eaton (2005) – A Social History of the Deccan; Wink (1986) – Land and Sovereignty in India; Gordon (1993) – The Marathas 1600-1818; Gilmartin and Lawrence (2000) – Beyond Turk and Hindu; Michell and Zebrowski (1999) – Architecture and Art of the Deccan Sultanates; Asher and Talbot (2006) - India Before Europe; Rao, Shulman, Subrahmanyam (2001) - Symbols of Substance; Wagoner (2018) - The Deccan Before the Mughals; Blake (1991) - Taj Mahal; Chandra (2005) - Medieval India; Alam & Subrahmanyam (1998) - The Mughal State"
E13,1700,1800,Deccan,2,2,1,1,2,2,3,2,2,2,3,2,3,3,1,2,1,2,2,2,3,2,2,3,2,8,11,12,9,12,52,"The Deccan in the 18th century saw declining mobility, fragmented polities, moderate education, vibrant trade, and significant religious syncretism amid hierarchical norms.",0,"Richards (1995) – The Mughal Empire; Gordon (1993) – The Marathas; Wink (1986) – Land and Sovereignty in India; Alam & Subrahmanyam (1998) – The Mughal State; Leonard (1989) – Mughal Influence; Bayly (1983) – Rulers, Townsmen and Bazaars; Barnett (1975) – North India Between Empires; Peers (2006) – India Under Colonial Rule; Faruqui (2012) – Opulence and Anxiety; Eaton (2005) – A Social History of the Deccan; Talbot (2016) – The Maratha Empire"
E14,1800,1850,Deccan,2,2,1,1,2,2,3,2,2,2,3,2,3,3,1,2,1,1,2,2,3,2,3,3,2,8,11,12,8,13,52,"The Deccan region experienced mixed social mobility, moderate education, a commercially active economy, politically fragmented states, and a relatively syncretic culture during this period.",0,"Gordon (1993) – The Marathas 1600-1818; Wink (1986) – Land and Sovereignty in India; Eaton (2005) – A Social History of the Deccan; Gokhale (2008) – Surat in the Seventeenth Century; Faruqui (2011) – Opium, State, and Society; Peers (2000) – Between Empires; Bayly (1983) – Rulers, Townsmen and Bazaars; Gilmartin & Brown (2000) – Many Faiths One Nation"
E15,1850,1900,Deccan,2,2,1,1,2,2,3,2,1,2,3,2,3,3,1,3,2,3,2,2,3,2,2,3,2,8,10,12,12,12,54,"The Deccan experienced moderate social mobility, expanding education with British influence, a growing market economy, relatively stable but subordinate polity, and mixed cultural influences.",0,"Leonard (1989) – The Mughal Empire; Gilmartin (1988) – Empire and Islam; Metcalf (1994) – Ideologies of the Raj; Gordon (1993) – The New Cambridge History of India: The Marathas; Stein (1989) – The New Cambridge History of India: Vijayanagara; Washbrook (1981) – Dominance and State Power; Peers (2006) – India Under Colonial Rule; Bayly (1988) – Indian Society and the Making of the British Empire; Copland (2002) – India, 1885-1947; Chandra (1966) – The Rise and Growth of Economic Nationalism in India"
E16,1900,1920,Deccan,2,2,1,1,2,2,3,3,2,2,3,2,3,3,1,3,2,3,2,2,3,2,3,3,2,8,12,12,12,13,57,"The early 20th-century Deccan saw limited social mobility, a moderately diverse economy integrated into global trade networks, and British administrative structures coexisting with local traditions.",0,"Leonard (1989) – The Mughal Empire; Gilmartin (1988) – Empire and Islam; Washbrook (1981) – Class Structure and Political Economy; Catanach (1970) – Rural Credit in Western India; Haynes (1991) – Religion in Late Colonial India; Bayly (1983) – Rulers, Townsmen, and Bazaars; Robb (2002) – A History of India; Markovits (2005) – A History of Modern India; Metcalf & Metcalf (2006) – A Concise History of India; Peers (2006) – India Under Colonial Rule; Brown (1994) – Modern India"
E17,1920,1947,Deccan,2,2,2,1,2,2,3,3,2,2,3,2,3,3,1,3,2,3,2,2,3,2,2,3,2,9,12,12,12,12,57,"Late colonial Deccan saw moderate social mobility, growing education, commercial agriculture, integrated markets, British administration, and cultural syncretism despite underlying hierarchies.",0,"Leonard (1989) – The Mughal Empire; Gilmartin (1988) – Empire and Islam; Washbrook (1976) – The Emergence of Provincial Politics; Copland (1988) – British Raj and Indian Nationalism; Chandra (2008) – India After Independence; Metcalf & Metcalf (2006) – A Concise History of Modern India; Robb (2002) – A History of India; Bayly (1983) – Rulers, Townsmen and Bazaars; Stein (1989) – The New Cambridge History of India: Vijayanagara; Burton Stein (1998) – An agrarian state and society: The Chola example; Talbot (2015) – The Deccan from Prehistoric Times to the Present; Satish Chandra (2005) – Medieval India: From Sultanat to the Mughals"
E18,1947,1960,Deccan,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,3,2,3,3,2,9,11,11,12,13,56,"The Deccan region in the 1947-1960 period saw moderate social mobility, developing education, a mixed economy with some state involvement, and relatively stable regional politics.",0,Hardiman (2003) – Peasant Nationalists of Gujarat; Chandra (2008) – India After Independence; Guha (2007) – India After Gandhi; Rudolph & Rudolph (1967) – The Modernity of Tradition; Brass (1994) – The Politics of India Since Independence; Robb (2002) – A History of India; Jaffrelot (2003) – India's Silent Revolution; Varshney (2002) – Ethnic Conflict and Civic Life in India; Bayly (1999) – Empire and Information; Metcalf & Metcalf (2006) – A Concise History of India
E19,1960,1980,Deccan,3,2,2,2,3,2,3,3,2,2,3,2,3,2,1,3,2,3,2,2,3,2,3,3,2,12,12,11,12,13,60,"The Deccan in the 1960s-80s saw moderate social mobility, expanding education, a mixed economy, and relatively stable but centralized politics.",0,"Hardiman (1996) – Feeding the Baniya; Omvedt (1993) – Reinventing Revolution; Frankel (1978) – India's Political Economy; Manor (1980) – Political Process in India; Brass (1994) – The Politics of India Since Independence; Rudolph and Rudolph (1987) – In Pursuit of Lakshmi; Jeffrey (2010) – Politics, Women and Well-Being; Desai (2007) – India After Midnight; Chandra (2008) – Democracy and Disillusionment; Kohli (2012) – Poverty Amid Plenty in the New India; Corbridge and Harriss (2000) – Reinventing India; Varshney (2002) – Ethnic Conflict and Civic Life in India."
E20,1980,2000,Deccan,3,2,3,2,3,2,3,3,2,3,3,2,3,3,1,3,3,3,2,2,3,2,3,3,2,13,13,12,13,13,64,"The Deccan region (1980-2000) experienced moderate social mobility, expanding education, a mixed economy, stable polity, and relatively syncretic culture.",0,Omvedt (2008) – Seeking Begumpura; Chandra (2000) – India After Independence; Corbridge & Harriss (2000) – Reinventing India; Desai & Patel (1985) – Indian Urban Development; Hasan (2002) – Parties and Party Politics in India; Jaffrelot (2003) – India's Silent Revolution; Varshney (2002) – Ethnic Conflict and Civic Life in India; Frankel (2005) - India's Political Economy; Rudolph & Rudolph (1987) - In Pursuit of Lakshmi; Bayly (1999) - Empire and Information
E21,2000,2020,Deccan,3,2,2,2,3,2,3,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,3,2,12,13,13,12,13,63,"The Deccan region (2000-2020) shows moderate social mobility, improving education, growing economic integration, stable polity, and syncretic cultural trends.",0,"Jeffrey (2000) – India: A Sacred Geography; Khilnani (2016) – India: A History; Chandra (2008) – The Sangh Parivar in India; Hasan (2009) – State and Locality in Mughal India; Jaffrelot (2003) – India's Silent Revolution; Varshney (2002) – Ethnic Conflict and Civic Life in India; Manor (1998) – Politics and State in India; Desai & Dubey (2012) – Caste in 21st Century India; Dreze & Sen (2013) – An Uncertain Glory; Corbridge et al (2013) – India: Economy, Politics and Society; Fernandes (2006) – India's New Middle Class"
E22,2020,2040,Deccan,3,2,2,2,3,2,3,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,3,2,12,13,13,12,13,63,"The Deccan region (2020-2040) exhibits moderate social mobility, developing education, diversified economy, stable polity, and pluralistic culture with syncretic traditions.",0,"Chakravarti (2008) – Trade and Traders in Early India; Eaton (2005) – A Social History of the Deccan; Gilmartin (1988) – Empire and Islam; Hardiman (1996) – Feeding the Baniya; Ludden (1999) – An Agrarian History of South Asia; Stein (1980) – Peasant State and Society in Medieval South India; Bayly (1983) – Rulers, Townsmen, and Bazaars; Robb (2002) – A History of India; Hasan (1998) – India’s Colonial Encounter; Appadurai (1996) – Modernity at Large"
E23,2040,2060,Deccan,2,2,2,1,2,2,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,2,9,13,14,12,14,62,"In the Deccan, moderate social mobility existed alongside robust trade networks, religious syncretism, and a relatively stable, though not perfectly integrated, polity.",0,Eaton (2005) – A Social History of the Deccan; Wink (1986) – Land and Sovereignty in India; Michell (1999) – Architecture and Art of the Deccan Sultanates; Wagoner (1993) – Tidings of the Sword; Gilmartin (1988) – Empire and Islam; Pollock (2006) – The Language of the Gods in the World of Men; Talbot (2001) – Precolonial India in Practice; Ali (2006) – Medieval India; Stein (1980) – Peasant State and Society in Medieval South India; Richards (1995) – The Mughal Empire
E24,2060,2080,Deccan,2,2,1,1,2,2,3,2,2,2,3,2,3,2,1,3,2,3,2,2,3,2,3,3,2,8,11,11,12,13,55,"The Deccan in 2060-2080 CE exhibits moderate social mobility and knowledge gatekeeping, with a mixed economy and polity fostering syncretism, but persistent social hierarchies.",0,"Yazdani (1960) – The Early History of the Deccan;填堀田 (2013) – Deccan Studies; Eaton (2005) – A Social History of the Deccan, 1300-1761; Michell & Davies (1989) – Penguin Guide to Monuments of India; Pollock (2006) – The Language of the Gods in the World of Men; Wink (1986) – Land and Sovereignty in India; Gilmartin & Stein (2007) – Islam and the Deccan; Wagoner (1993) – Tidings of the King; Rao et al. (1992) – Symbols of Substance; Talbot (2001) – Precolonial India in Practice; Subrahmanyam (2001) – Explorations in Connected History; Hardy (1995) – Hindu Temples of India"
E25,2080,2100,Deccan,2,2,2,1,2,1,3,3,2,3,3,2,3,2,1,2,2,2,2,2,3,3,3,3,2,9,12,11,10,14,56,"By 2080-2100 CE, Deccan shows moderate mobility, developing education, diverse economy, fragmented polity, and syncretic culture with persisting inequalities.",0,Eaton (2005) – A Social History of the Deccan; Wink (1986) – Land and Sovereignty in India; Talbot (2001) – Precolonial India in Practice; Gilmartin and Metcalf (2004) – Modern India; Stein (1980) – Peasant State and Society in Medieval South India; Wagoner (1993) – Tidings of the King; Michell (1995) – Architecture and Art of Southern India; Hasan (2005) – The Deccan; Leonard (1989) – The Mughal Empire; Richards (1993) – The New Cambridge History of India: The Mughal Empire; Blake (1991) – Shahjahanabad: The Sovereign City in Mughal India; Subrahmanyam (1993) – The Portuguese Empire in Asia
E26,2100,2120,Deccan,2,2,2,1,2,2,3,2,2,2,3,2,3,2,1,2,2,3,2,2,3,2,2,3,2,9,11,11,11,12,54,"The early 22nd century Deccan continued to experience a relatively stable social order. Existing occupational structures likely persisted, with limited avenues for social mobility beyond existing norms. Educational practices likely remained consistent with earlier patterns, showing limited shifts in accessibility or intellectual diversity. Politically, the Deccan saw continued stability, maintaining administrative integration and managing external relations without major disruptions. Cultural and religious practices likely sustained a degree of syncretism and freedom of worship, though persistent hierarchies remained.",1,"Eaton, R. M. (2005). *A social history of the Deccan, 1300-1761: Eight Indian lives*. Cambridge University Press.; Wink, A. (2020). *Akbar*. Oxford University Press.; Richards, J. F. (1995). *The Mughal Empire*. Cambridge University Press.; Habib, I. (2002). *Essays in Indian History: Towards a Marxist Perception*. Tulika Books.; Bayly, C. A. (1983). *Rulers, Townsmen, and Bazaars: North Indian Society in the Age of British Expansion, 1770-1870*. Cambridge University Press.; Gommans, J. J. L. (2002). *Mughal Warfare: Indian Frontiers and High Roads to Empire, 1500-1700*. Routledge.; Stein, B. (1980). *Peasant State and Society in Medieval South India*. Oxford University Press.; Subrahmanyam, S. (1993). *The Portuguese Empire in Asia, 1500-1700: A Political and Economic History*. Longman.; Gilmartin, D. (1988). *Empire and Islam: Punjab and the Making of Pakistan*. University of California Press.; Metcalf, B. D. (1995). *Ideologies of the Raj*. Cambridge University Press.; Gordon, S. (1993). *The New Cambridge History of India, II.1: The Marathas 1600-1818*. Cambridge University Press."
E27,2120,2140,Deccan,2,2,1,1,2,2,3,2,2,2,3,2,2,2,1,2,2,3,2,2,3,2,2,3,2,8,11,10,11,12,52,"Deccan region exhibits moderate social mobility, educational gatekeeping, occupational plurality, and religious freedom under established political structures and cultural syncretism.",0,Eaton (2005) – A Social History of the Deccan; Wink (1986) – Land and Sovereignty in India; Stein (1980) – Peasant State and Society in Medieval South India; Talbot (2001) – Precolonial India in Practice; Wagoner (1993) – Tidings of the King; Ali (2006) – Medieval India; Gokhale (2008) – Surat in the Seventeenth Century; Richards (1995) – The Mughal Empire; Kulke & Rothermund (2004) – A History of India; Ray (2003) – The Practice of Diplomacy in Early Medieval India
E28,2140,2160,Deccan,2,2,1,1,2,2,3,2,2,2,3,2,3,2,1,3,2,3,2,2,3,2,2,3,2,8,11,11,12,12,54,"The Deccan in 2140-2160 CE featured moderate social mobility, education, economic activity, and political stability, but with notable religious tolerance and syncretism.",0,Eaton (2005) – A Social History of the Deccan; Michell (1999) – Architecture and Art of Southern India; Talbot (2001) – Precolonial India in Practice; Wink (1986) – Land and Sovereignty in India; Pollock (2006) – The Language of the Gods in the World of Men; Gilmartin & Lawrence (2000) – Beyond Turk and Hindu; Ali (2006) – Medieval India; Stein (1980) – Peasant State and Society in Medieval South India; Karashima (1984) – South Indian History and Society; Ray (2003) – The Bengal Sultanate; Hasan (2005) – History of Medieval India; Richards (1993) – The New Cambridge History of India: The Mughal Empire
E04,-200,100,Tamilakam,2,2,1,1,2,2,3,2,2,3,3,3,3,3,1,2,2,3,2,2,3,2,2,3,3,8,12,13,11,13,57,"Sangam Tamilakam had moderate social mobility, complex trade networks, nascent political integration, and religious syncretism within a hierarchical society.",0,"Kanakasabhai (1904) – The Tamils Eighteen Hundred Years Ago; Hart (1975) – The Poems of Ancient Tamil; Zvelebil (1973) – The Smile of Murugan; Champakalakshmi (1996) – Trade, Ideology and Urbanization; Mahalakshmi (2003) – The Making of the Early South Indian History; Ray (1994) – Trade and Diplomacy in Early Historic South India; Subrahmanian (1966) – Sangam Polity; Kailasapathy (1968) – Tamil Heroic Poetry; Pillay (1969) – History of Tamilakam; Rajan (2015) – South India, 200 BCE-300 CE"
E05,100,300,Tamilakam,2,2,1,1,1,2,3,2,1,2,3,2,3,3,1,3,2,3,2,2,3,2,2,3,3,7,10,12,12,13,54,"Early Chola Tamilakam exhibited moderate social mobility, localized education, vibrant trade networks, and a developing, though unstable, political structure, fostering cultural syncretism.",0,"Champakalakshmi (1996) – Trade, Ideology and Urbanization; Karashima (1984) – South Indian History and Society; Mahalingam (1969) – Early South Indian Palaeography; Zvelebil (1973) – The Smile of Murugan; Hart (1975) – The Poems of Ancient Tamil; Subrahmanian (1966) – Sangam Polity; Kailasapathy (1968) – Tamil Heroic Poetry; Kanakalatha Mukund (2005) – The Trading World of the Tamil Merchant; Leslie Orr (2000) – Donors, Devotees, and Daughters of God; Rajan Gurukkal (2010) – The Early History of Tamil Country"
E06,300,500,Tamilakam,2,2,1,1,2,2,3,2,1,2,3,2,3,3,1,2,2,3,2,2,3,2,2,3,3,8,10,12,11,13,54,"The Sangam era Tamilakam featured moderate social mobility, education centered on elites, a vibrant trading economy, and a developing, yet unstable, political system.",0,"Kanakasabhai (1904) – The Tamils Eighteen Hundred Years Ago; Hart (1975) – The Poems of Ancient Tamil, Their Milieu and Their Sanskrit Counterparts; Zvelebil (1973) – The Smile of Murugan: On Tamil Literature of South India; Champakalakshmi (1996) – Trade, Ideology and Urbanization: South India 300 BC to AD 1300; Subrahmanian (1966) – Sangam Polity; Mahalingam (1967) – Early South Indian Paleography; Rajan (2015) – South India, AD 300-1300: Challenges and Perspectives; Stein (1980) – Peasant State and Society in Medieval South India; Menon (2015) – History of Kerala; Karashima (2014) – A Concise History of South India; Ray (1994) – The Winds of Change: Buddhism and the Maritime Links of Early South Asia; Gurukkal (2017) – Rethinking History: The Case of Precolonial Kerala"
E07,500,700,Tamilakam,2,2,1,1,2,2,3,2,1,2,3,2,3,3,1,2,2,3,2,2,3,2,2,3,2,8,10,12,11,12,53,"Tamilakam between 500-700 CE exhibited moderate social mobility, localized education, diverse economy with trade, nascent polity, and a developing syncretic culture.",0,"Champakalakshmi (1996) – Trade, Ideology and Urbanization; Mahalingam (1969) – Kanchipuram in Early South Indian History; Stein (1980) – Peasant State and Society in Medieval South India; Kailasapathy (1968) – Tamil Heroic Poetry; Zvelebil (1973) – The Smile of Murugan; Hart (1975) – The Poems of Ancient Tamil; Gros (1984) - Le Harivamsa; Cutler (1987) - Songs of Experience; Peterson (1989) - Poems to Siva: The Hymns of the Tamil Saints; Rajan (2015) - South India, 800-1800; Subbarayalu (2017) - Social Change in Tamil Nadu"
E08,700,900,Tamilakam,2,2,1,1,2,2,3,2,2,3,3,2,3,3,1,3,2,3,2,2,3,2,2,3,3,8,12,12,12,13,57,"The Chola period in Tamilakam saw moderate social mobility, a thriving trade economy, and growing cultural syncretism within a hierarchical society.",0,"Stein (1980) – Peasant State and Society in Medieval South India; Karashima (2001) – Towards a New Formation: South Indian Society Under Vijayanagar Rule; Champakalakshmi (1996) – Trade, Ideology and Urbanization: South India 300 BC to AD 1300; Leslie Orr (2000) – Donors, Devotees, and Daughters of God: Temple Women in Medieval Tamil Nadu; Rajan Gurukkal (1989) – The Early Pandya Kingdom: Society and Economy; Subbarayalu (2002) – State and Economy in South India; Hall (1980) – Trade and Statecraft in the Age of the Colas; Heitzman (1997) – Gifts of Power: Temples, Politics and Economy in Medieval South India; Mahalingam (1975) – Early South Indian Palaeography; Nilakanta Sastri (1955) – A History of South India; Young (2014) – Making Mahabharata"
E09,900,1100,Tamilakam,2,2,2,1,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,9,14,14,15,14,66,"Chola Tamilakam saw moderate social mobility, strong temple-based education, robust trade, stable polity, and syncretic religious practices within a hierarchical framework.",0,"Karashima (2001) – Towards a New Formation; Stein (1980) – Peasant State and Society; Champakalakshmi (1996) – Trade, Ideology and Urbanization; Nilakanta Sastri (1955) – A History of South India; Leslie Orr (2000) – Donors, Devotees, and Daughters of God; George Spencer (1983) – The Politics of Expansion; Burton Stein (1999) – Vijayanagara; Y. Subbarayalu (2001) – State and Economy; Rajan Gurukkal (1989) – The Agrarian System and Socio-Political Organization; Kenneth R. Hall (2001) – Trade and Statecraft in the Age of the Colas"
E10,1100,1300,Tamilakam,3,2,2,1,2,2,3,3,2,3,4,3,3,3,2,3,2,3,2,3,4,3,3,4,2,10,13,15,13,16,67,"Chola Tamilakam exhibited significant social mobility, flourishing education, diverse economy, centralized polity, and vibrant culture with religious tolerance and syncretism.",0,"Karashima (1984) – South Indian History and Society; Stein (1980) – Peasant State and Society in Medieval South India; Champakalakshmi (1996) – Trade, Ideology and Urbanization; Mahalingam (1969) – Administration and Social Life under the Imperial Cholas; Nilakanta Sastri (1955) – A History of South India; Leslie Orr (2000) – Donors, Devotees, and Daughters of God; Rajan (2015) - Early Historic Transition in South India; Subbarayalu (2011) - South India Under the Cholas; Spencer (1969) - Temple Money Lending and Temple Ritual; Heitzman (1997) - Gifts of Immunity"
E11,1300,1500,Tamilakam,2,2,1,1,2,2,3,2,1,2,3,2,3,3,1,2,2,3,2,2,3,2,2,3,3,8,10,12,11,13,54,"Late medieval Tamilakam saw moderate social mobility, temple-centric education, active trade, fluctuating polities, and a syncretic but hierarchical society.",0,"Stein (1980) – Peasant State and Society in Medieval South India; Bayly (1989) – Rulers, Townsmen and Bazaars; Subrahmanian (1990) – The Political Economy of Commerce; Karashima (2014) – A Concise History of South India; Champakalakshmi (1996) – Trade, Ideology and Urbanization; Price (1996) – Lineages of the South Indian Temple; Talbot (2001) – Precolonial India in Practice; Leslie Orr (2007) - Donors, devotees, and daughters of God: Temple women in medieval Tamil Nadu; Ludden (2013) - India and South Asia: A Short History"
